project	source	trait	provider_translation	abi_capabilities	language	host_idioms	provider_surface_status	support_scope	evidence	next_required_work
lling-llang	src/semiring/traits.rs	CommutativeTimesSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_COMMUTATIVE_TIMES	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	CommutativeTimesSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_COMMUTATIVE_TIMES	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	CommutativeTimesSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_COMMUTATIVE_TIMES	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	CommutativeTimesSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_COMMUTATIVE_TIMES	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	CommutativeTimesSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_COMMUTATIVE_TIMES	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	complete	full-modeled-provider-surface	["lling-llang:bindings/raku/lib/Lling/Llang.rakumod","lling-llang:bindings/raku/t/01-conformance.rakutest"]	-
lling-llang	src/semiring/traits.rs	CommutativeTimesSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_COMMUTATIVE_TIMES	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	complete	full-modeled-provider-surface	["lling-llang:bindings/julia/LlingLlang/src/LlingLlang.jl","lling-llang:bindings/julia/LlingLlang/test/runtests.jl"]	-
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/semiring/traits.rs"]	-
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	c	opaque handles; status codes; bounded buffers; vtables	complete	full-modeled-provider-surface	["vinary-tree-interop:include/vinary_tree_interop.h"]	-
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	cpp	RAII; ranges/iterators; move-only handles; typed errors	complete	full-modeled-provider-surface	["vinary-tree-interop:include/vinary_tree/interop.hpp","vinary-tree-interop:tests/cpp/providers.cpp"]	-
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	kotlin	use; Iterable/Map; Sequence; SAM interfaces	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	scala	Using/AutoCloseable; Iterable; Iterator; type classes	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	clojure	Seqable; IReduceInit; Closeable; persistent values	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	complete	full-modeled-provider-surface	["vinary-tree-interop:bindings/dotnet/src/VinaryTree.Interop/SemiringProviders.cs","vinary-tree-interop:bindings/dotnet/tests/VinaryTree.Interop.ProviderTests/Program.cs"]	-
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	fsharp	use/use!; seq; Result; object expressions; interfaces	complete	full-modeled-provider-surface	["vinary-tree-interop:bindings/dotnet/src/VinaryTree.Interop/SemiringProviders.cs","vinary-tree-interop:bindings/dotnet/tests/VinaryTree.Interop.FSharpProviders/Program.fs"]	-
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	clojurescript	ISeqable; IReduce; protocol dispatch; close!	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	complete	full-modeled-provider-surface	["lling-llang:bindings/raku/lib/Lling/Llang.rakumod","lling-llang:bindings/raku/t/01-conformance.rakutest"]	-
lling-llang	src/semiring/traits.rs	DivisibleSemiring	direct-capability-vtable	VtSemiringDivisionVTable	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	complete	full-modeled-provider-surface	["lling-llang:bindings/julia/LlingLlang/src/LlingLlang.jl","lling-llang:bindings/julia/LlingLlang/test/runtests.jl"]	-
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/semiring/traits.rs"]	-
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	c	opaque handles; status codes; bounded buffers; vtables	complete	full-modeled-provider-surface	["vinary-tree-interop:include/vinary_tree_interop.h"]	-
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	cpp	RAII; ranges/iterators; move-only handles; typed errors	complete	full-modeled-provider-surface	["vinary-tree-interop:include/vinary_tree/interop.hpp","vinary-tree-interop:tests/cpp/providers.cpp"]	-
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	kotlin	use; Iterable/Map; Sequence; SAM interfaces	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	scala	Using/AutoCloseable; Iterable; Iterator; type classes	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	clojure	Seqable; IReduceInit; Closeable; persistent values	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	complete	full-modeled-provider-surface	["vinary-tree-interop:bindings/dotnet/src/VinaryTree.Interop/SemiringProviders.cs","vinary-tree-interop:bindings/dotnet/tests/VinaryTree.Interop.ProviderTests/Program.cs"]	-
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	fsharp	use/use!; seq; Result; object expressions; interfaces	complete	full-modeled-provider-surface	["vinary-tree-interop:bindings/dotnet/src/VinaryTree.Interop/SemiringProviders.cs","vinary-tree-interop:bindings/dotnet/tests/VinaryTree.Interop.FSharpProviders/Program.fs"]	-
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	clojurescript	ISeqable; IReduce; protocol dispatch; close!	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	complete	full-modeled-provider-surface	["lling-llang:bindings/raku/lib/Lling/Llang.rakumod","lling-llang:bindings/raku/t/01-conformance.rakutest"]	-
lling-llang	src/semiring/traits.rs	HashableSemiring	declared-law-marker	VtSemiringVTable.stable_bytes,VT_SEMIRING_PROPERTY_HASHABLE	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	complete	full-modeled-provider-surface	["lling-llang:bindings/julia/LlingLlang/src/LlingLlang.jl","lling-llang:bindings/julia/LlingLlang/test/runtests.jl"]	-
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/semiring/traits.rs"]	-
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	c	opaque handles; status codes; bounded buffers; vtables	complete	full-modeled-provider-surface	["vinary-tree-interop:include/vinary_tree_interop.h"]	-
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	cpp	RAII; ranges/iterators; move-only handles; typed errors	complete	full-modeled-provider-surface	["vinary-tree-interop:include/vinary_tree/interop.hpp","vinary-tree-interop:tests/cpp/providers.cpp"]	-
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	kotlin	use; Iterable/Map; Sequence; SAM interfaces	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	scala	Using/AutoCloseable; Iterable; Iterator; type classes	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	clojure	Seqable; IReduceInit; Closeable; persistent values	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	complete	full-modeled-provider-surface	["vinary-tree-interop:bindings/dotnet/src/VinaryTree.Interop/SemiringProviders.cs","vinary-tree-interop:bindings/dotnet/tests/VinaryTree.Interop.ProviderTests/Program.cs"]	-
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	fsharp	use/use!; seq; Result; object expressions; interfaces	complete	full-modeled-provider-surface	["vinary-tree-interop:bindings/dotnet/src/VinaryTree.Interop/SemiringProviders.cs","vinary-tree-interop:bindings/dotnet/tests/VinaryTree.Interop.FSharpProviders/Program.fs"]	-
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	clojurescript	ISeqable; IReduce; protocol dispatch; close!	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	complete	full-modeled-provider-surface	["lling-llang:bindings/raku/lib/Lling/Llang.rakumod","lling-llang:bindings/raku/t/01-conformance.rakutest"]	-
lling-llang	src/semiring/traits.rs	IdempotentSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_IDEMPOTENT_PLUS	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	complete	full-modeled-provider-surface	["lling-llang:bindings/julia/LlingLlang/src/LlingLlang.jl","lling-llang:bindings/julia/LlingLlang/test/runtests.jl"]	-
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/semiring/traits.rs"]	-
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	c	opaque handles; status codes; bounded buffers; vtables	complete	full-modeled-provider-surface	["vinary-tree-interop:include/vinary_tree_interop.h"]	-
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	cpp	RAII; ranges/iterators; move-only handles; typed errors	complete	full-modeled-provider-surface	["vinary-tree-interop:include/vinary_tree/interop.hpp","vinary-tree-interop:tests/cpp/providers.cpp"]	-
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	kotlin	use; Iterable/Map; Sequence; SAM interfaces	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	scala	Using/AutoCloseable; Iterable; Iterator; type classes	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	clojure	Seqable; IReduceInit; Closeable; persistent values	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	complete	full-modeled-provider-surface	["vinary-tree-interop:bindings/dotnet/src/VinaryTree.Interop/SemiringProviders.cs","vinary-tree-interop:bindings/dotnet/tests/VinaryTree.Interop.ProviderTests/Program.cs"]	-
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	fsharp	use/use!; seq; Result; object expressions; interfaces	complete	full-modeled-provider-surface	["vinary-tree-interop:bindings/dotnet/src/VinaryTree.Interop/SemiringProviders.cs","vinary-tree-interop:bindings/dotnet/tests/VinaryTree.Interop.FSharpProviders/Program.fs"]	-
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	clojurescript	ISeqable; IReduce; protocol dispatch; close!	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-direct-capability-vtable
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	complete	full-modeled-provider-surface	["lling-llang:bindings/raku/lib/Lling/Llang.rakumod","lling-llang:bindings/raku/t/01-conformance.rakutest"]	-
lling-llang	src/semiring/traits.rs	KClosedSemiring	direct-capability-vtable	VtSemiringPropertiesVTable.closure_bound	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	complete	full-modeled-provider-surface	["lling-llang:bindings/julia/LlingLlang/src/LlingLlang.jl","lling-llang:bindings/julia/LlingLlang/test/runtests.jl"]	-
lling-llang	src/semiring/traits.rs	NonnegativeSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_NONNEGATIVE	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/semiring/traits.rs"]	-
lling-llang	src/semiring/traits.rs	NonnegativeSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_NONNEGATIVE	c	opaque handles; status codes; bounded buffers; vtables	complete	full-modeled-provider-surface	["vinary-tree-interop:include/vinary_tree_interop.h"]	-
lling-llang	src/semiring/traits.rs	NonnegativeSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_NONNEGATIVE	cpp	RAII; ranges/iterators; move-only handles; typed errors	complete	full-modeled-provider-surface	["vinary-tree-interop:include/vinary_tree/interop.hpp","vinary-tree-interop:tests/cpp/providers.cpp"]	-
lling-llang	src/semiring/traits.rs	NonnegativeSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_NONNEGATIVE	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	NonnegativeSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_NONNEGATIVE	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	NonnegativeSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_NONNEGATIVE	kotlin	use; Iterable/Map; Sequence; SAM interfaces	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	NonnegativeSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_NONNEGATIVE	scala	Using/AutoCloseable; Iterable; Iterator; type classes	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	NonnegativeSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_NONNEGATIVE	clojure	Seqable; IReduceInit; Closeable; persistent values	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	NonnegativeSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_NONNEGATIVE	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	complete	full-modeled-provider-surface	["vinary-tree-interop:bindings/dotnet/src/VinaryTree.Interop/SemiringProviders.cs","vinary-tree-interop:bindings/dotnet/tests/VinaryTree.Interop.ProviderTests/Program.cs"]	-
lling-llang	src/semiring/traits.rs	NonnegativeSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_NONNEGATIVE	fsharp	use/use!; seq; Result; object expressions; interfaces	complete	full-modeled-provider-surface	["vinary-tree-interop:bindings/dotnet/src/VinaryTree.Interop/SemiringProviders.cs","vinary-tree-interop:bindings/dotnet/tests/VinaryTree.Interop.FSharpProviders/Program.fs"]	-
lling-llang	src/semiring/traits.rs	NonnegativeSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_NONNEGATIVE	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	NonnegativeSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_NONNEGATIVE	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-declared-law-marker
lling-llang	src/semiring/traits.rs	NonnegativeSemiring	declared-law-marker	VT_SEMIRING_PROPERTY_NONNEGATIVE	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-declared-law-marker
